Dummy,File
NKSH,National Bankshares Inc.,Financial,Regional - Mid-Atlantic Banks,WIKI/NKSH,stocks/nksh
NKTR,Nektar Therapeutics,Healthcare,Biotechnology,WIKI/NKTR,stocks/nktr
NL,NL Industries Inc.,Services,Industrial Equipment Wholesale,WIKI/NL,stocks/nl
NLP,NTS Realty Holdings LP,Financial,Real Estate Development,NA,stocks/nlp
NLS,Nautilus Inc.,Consumer Goods,Sporting Goods,WIKI/NLS,stocks/nls
NLNK,NewLink Genetics Corporation,Healthcare,Biotechnology,WIKI/NLNK,stocks/nlnk
NLSN,Nielsen Holdings N.V.,Technology,Information & Delivery Services,WIKI/NLSN,stocks/nlsn
NLST,Netlist Inc.,Technology,Semiconductor- Memory Chips,NA,stocks/nlst
NLY,"Annaly Capital Management, Inc.",Financial,REIT - Diversified,NA,stocks/nly
NMRX,Numerex Corp.,Technology,Communication Equipment,WIKI/NMRX,stocks/nmrx
NNBR,NN Inc.,Industrial Goods,Machine Tools & Accessories,WIKI/NNBR,stocks/nnbr
NNI,"Nelnet, Inc.",Financial,Credit Services,WIKI/NNI,stocks/nni
NNN,"National Retail Properties, Inc.",Financial,REIT - Diversified,NA,stocks/nnn
NOBH,Nobility Homes Inc.,Industrial Goods,Manufactured Housing,NA,stocks/nobh
NOR,Noranda Aluminum Holding Corp.,Basic Materials,Aluminum,WIKI/NOR,stocks/nor
NOC,Northrop Grumman Corporation,Industrial Goods,Aerospace/Defense - Major Diversified,WIKI/NOC,stocks/noc
NOV,"National Oilwell Varco, Inc.",Basic Materials,Oil & Gas Equipment & Services,WIKI/NOV,stocks/nov
NOVB,North Valley Bancorp,Financial,Regional - Pacific Banks,NA,stocks/novb
NOW,"ServiceNow, Inc.",Technology,Information Technology Services,WIKI/NOW,stocks/now
NP,"Neenah Paper, Inc.",Consumer Goods,Paper & Paper Products,WIKI/NP,stocks/np
NPBC,National Penn Bancshares Inc.,Financial,Regional - Northeast Banks,WIKI/NPBC,stocks/npbc
NPK,National Presto Industries Inc.,Consumer Goods,Appliances,WIKI/NPK,stocks/npk
NPO,"EnPro Industries, Inc.",Industrial Goods,Industrial Equipment & Components,WIKI/NPO,stocks/npo
NPSP,"NPS Pharmaceuticals, Inc.",Healthcare,Biotechnology,WIKI/NPSP,stocks/npsp
NPTN,NeoPhotonics Corporation,Technology,Semiconductor - Broad Line,WIKI/NPTN,stocks/nptn
NR,Newpark Resources Inc.,Basic Materials,Oil & Gas Equipment & Services,WIKI/NR,stocks/nr
NRF,NorthStar Realty Finance Corp.,Financial,REIT - Retail,NA,stocks/nrf
NRG,"NRG Energy, Inc.",Utilities,Diversified Utilities,WIKI/NRG,stocks/nrg
NRIM,Northrim Bancorp Inc.,Financial,Regional - Pacific Banks,WIKI/NRIM,stocks/nrim
NRP,Natural Resource Partners LP,Basic Materials,Industrial Metals & Minerals,NA,stocks/nrp
NRTLQ,Nortel Networks Corporation,,,NA,stocks/nrtlq
NS,NuStar Energy L.P.,Basic Materials,Oil & Gas Pipelines,NA,stocks/ns
NSC,Norfolk Southern Corporation,Services,Railroads,WIKI/NSC,stocks/nsc
NSEC,National Security Group Inc.,Financial,Property & Casualty Insurance,NA,stocks/nsec
NSH,"NuStar GP Holdings, LLC",Basic Materials,Oil & Gas Pipelines,NA,stocks/nsh
NSFC,Northern States Financial Corporation,Financial,Regional - Midwest Banks,NA,stocks/nsfc
NSIT,Insight Enterprises Inc.,Technology,Application Software,WIKI/NSIT,stocks/nsit
NSLP,New Source Energy Partners L.P.,Basic Materials,Independent Oil & Gas,NA,stocks/nslp
NSM,Nationstar Mortgage Holdings Inc.,Financial,Mortgage Investment,WIKI/NSM,stocks/nsm
NSP,"Insperity, Inc.",Services,Business Services,WIKI/NSP,stocks/nsp
NSPH,"Nanosphere, Inc.",Healthcare,Medical Instruments & Supplies,WIKI/NSPH,stocks/nsph
NSR,"NeuStar, Inc.",Technology,Diversified Communication Services,WIKI/NSR,stocks/nsr
NSSC,"Napco Security Technologies, Inc.",Services,Security & Protection Services,NA,stocks/nssc
NSYS,Nortech Systems Inc.,Technology,Diversified Electronics,NA,stocks/nsys
NTAP,"NetApp, Inc.",Technology,Data Storage Devices,WIKI/NTAP,stocks/ntap
NTCT,"NetScout Systems, Inc.",Technology,Business Software & Services,WIKI/NTCT,stocks/ntct
NTGR,Netgear Inc.,Technology,Communication Equipment,WIKI/NTGR,stocks/ntgr
NTI,Northern Tier Energy LP,Basic Materials,Oil & Gas Refining & Marketing,NA,stocks/nti
NTIC,Northern Technologies International Corp.,Consumer Goods,Packaging & Containers,NA,stocks/ntic
NTN,NTN Buzztime Inc.,Services,Broadcasting - TV,NA,stocks/ntn
NTRS,Northern Trust Corporation,Financial,Asset Management,WIKI/NTRS,stocks/ntrs
NTS,"NTS, Inc",Technology,Diversified Communication Services,NA,stocks/nts
NTSC,National Technical Systems Inc.,,,NA,stocks/ntsc
NTWK,"NetSol Technologies, Inc.",Technology,Application Software,NA,stocks/ntwk
NU,Northeast Utilities,Utilities,Diversified Utilities,WIKI/NU,stocks/nu
NUE,Nucor Corporation,Basic Materials,Steel & Iron,WIKI/NUE,stocks/nue
NURO,NeuroMetrix Inc.,Healthcare,Medical Instruments & Supplies,NA,stocks/nuro
NUS,Nu Skin Enterprises Inc.,Consumer Goods,Personal Products,WIKI/NUS,stocks/nus
NUTR,Nutraceutical International Corporation,Consumer Goods,Personal Products,WIKI/NUTR,stocks/nutr
NVDA,NVIDIA Corporation,Technology,Semiconductor - Specialized,WIKI/NVDA,stocks/nvda
NVE,NVE Corp.,Technology,Semiconductor - Specialized,NA,stocks/nve
NVEC,NVE Corp.,Technology,Semiconductor - Specialized,WIKI/NVEC,stocks/nvec
NVR,"NVR, Inc.",Industrial Goods,Residential Construction,WIKI/NVR,stocks/nvr
NWBI,"Northwest Bancshares, Inc.",Financial,Savings & Loans,WIKI/NWBI,stocks/nwbi
NWBO,"Northwest Biotherapeutics, Inc.",Healthcare,Biotechnology,NA,NA
NWE,Northwestern Corporation,Utilities,Diversified Utilities,WIKI/NWE,stocks/nwe
NWFL,Norwood Financial Corp.,Financial,Regional - Northeast Banks,NA,stocks/nwfl
NWLI,National Western Life Insurance Company,Financial,Life Insurance,WIKI/NWLI,stocks/nwli
NWPX,Northwest Pipe Co.,Basic Materials,Steel & Iron,WIKI/NWPX,stocks/nwpx
NWY,New York & Company Inc.,Services,Apparel Stores,WIKI/NWY,stocks/nwy
NX,Quanex Building Products Corporation,Industrial Goods,General Building Materials,WIKI/NX,stocks/nx
NXST,"Nexstar Broadcasting Group, Inc.",Services,Broadcasting - TV,WIKI/NXST,stocks/nxst
NYCB,New York Community Bancorp Inc.,Financial,Savings & Loans,WIKI/NYCB,stocks/nycb
NYMT,New York Mortgage Trust Inc.,Financial,REIT - Residential,NA,NA
NYNY,Empire Resorts Inc.,Services,Resorts & Casinos,NA,stocks/nyny
O,Realty Income Corporation,Financial,REIT - Retail,NA,stocks/o
OABC,"Omniamerican Bancorp, Inc.",Financial,Regional - Southwest Banks,WIKI/OABC,stocks/oabc
OAK,"Oaktree Capital Group, LLC",Financial,Asset Management,NA,stocks/oak
OAS,Oasis Petroleum Inc.,Basic Materials,Independent Oil & Gas,WIKI/OAS,stocks/oas
OB,"OneBeacon Insurance Group, Ltd.",Financial,Surety & Title Insurance,WIKI/OB,stocks/ob
OBAF,"OBA Financial Services, Inc.",Financial,Regional - Mid-Atlantic Banks,NA,stocks/obaf
OBCI,Ocean Bio-Chem Inc.,Consumer Goods,Cleaning Products,NA,stocks/obci
OC,Owens Corning,Industrial Goods,General Building Materials,WIKI/OC,stocks/oc
OCC,Optical Cable Corp.,Technology,Communication Equipment,NA,stocks/occ
OCFC,OceanFirst Financial Corp.,Financial,Savings & Loans,WIKI/OCFC,stocks/ocfc
OCLR,"Oclaro, Inc.",Technology,Semiconductor Equipment & Materials,NA,stocks/oclr
OCLS,"Oculus Innovative Sciences, Inc.",Healthcare,Medical Instruments & Supplies,NA,stocks/ocls
OCR,Omnicare Inc.,Healthcare,Specialized Health Services,WIKI/OCR,stocks/ocr
OCZ,"OCZ Technology Group, Inc.",,,NA,stocks/ocz
ODFL,Old Dominion Freight Line Inc.,Services,Trucking,WIKI/ODFL,stocks/odfl
ODP,"Office Depot, Inc.",Services,"Specialty Retail, Other",WIKI/ODP,stocks/odp
OESX,"Orion Energy Systems, Inc",Technology,Diversified Electronics,NA,stocks/oesx
OFED,Oconee Federal Financial Corp.,Financial,Savings & Loans,NA,stocks/ofed
OFG,OFG Bancorp,Financial,Money Center Banks,WIKI/OFG,stocks/ofg
OFIX,Orthofix International N.V.,Healthcare,Medical Appliances & Equipment,WIKI/OFIX,stocks/ofix
OFLX,"OmegaFlex, Inc.",Industrial Goods,Industrial Equipment & Components,WIKI/OFLX,stocks/oflx
ODC,Oil-Dri Corp. of America,Basic Materials,Specialty Chemicals,WIKI/ODC,stocks/odc
ORB,Orbital Sciences Corp.,Industrial Goods,Aerospace/Defense Products & Services,WIKI/ORB,stocks/orb
ORBC,"ORBCOMM, Inc.",Technology,Diversified Communication Services,WIKI/ORBC,stocks/orbc
ORBT,Orbit International Corp.,Technology,Diversified Electronics,NA,stocks/orbt
ORCL,Oracle Corporation,Technology,Application Software,WIKI/ORCL,stocks/orcl
OREX,"Orexigen Therapeutics, Inc.",Healthcare,Drug Manufacturers - Other,WIKI/OREX,stocks/orex
ORI,Old Republic International Corporation,Financial,Property & Casualty Insurance,WIKI/ORI,stocks/ori
ORLY,O'Reilly Automotive Inc.,Services,Auto Parts Stores,WIKI/ORLY,stocks/orly
ORN,"Orion Marine Group, Inc",Industrial Goods,Heavy Construction,WIKI/ORN,stocks/orn
ORRF,Orrstown Financial Services Inc.,Financial,Regional - Northeast Banks,NA,stocks/orrf
ORMP,Oramed Pharmaceuticals Inc.,Healthcare,Biotechnology,NA,NA
OSBC,Old Second Bancorp Inc.,Financial,Regional - Midwest Banks,NA,stocks/osbc
OSIS,"OSI Systems, Inc.",Industrial Goods,Industrial Electrical Equipment,WIKI/OSIS,stocks/osis
OSIR,"Osiris Therapeutics, Inc.",Healthcare,Biotechnology,WIKI/OSIR,stocks/osir
OSK,Oshkosh Corporation,Consumer Goods,Trucks & Other Vehicles,WIKI/OSK,stocks/osk
OSTK,Overstock.com Inc.,Services,Catalog & Mail Order Houses,WIKI/OSTK,stocks/ostk
OSUR,"OraSure Technologies, Inc.",Healthcare,Medical Instruments & Supplies,WIKI/OSUR,stocks/osur
OTEX,Open Text Corporation,Technology,Application Software,NA,stocks/otex
OTTR,Otter Tail Corporation,Utilities,Diversified Utilities,WIKI/OTTR,stocks/ottr
OVAS,"OvaScience, Inc.",Healthcare,Biotechnology,WIKI/OVAS,NA
OVBC,Ohio Valley Banc Corp.,Financial,Regional - Midwest Banks,NA,stocks/ovbc
OVLY,Oak Valley Bancorp,Financial,Regional - Pacific Banks,NA,NA
OVRL,Overland Storage Inc.,Technology,Data Storage Devices,NA,stocks/ovrl
OVTI,"OmniVision Technologies, Inc.",Technology,Semiconductor - Integrated Circuits,WIKI/OVTI,stocks/ovti
OWW,"Orbitz Worldwide, Inc.",Services,General Entertainment,WIKI/OWW,stocks/oww
OXBT,"Oxygen Biotherapeutics, Inc.",Healthcare,Biotechnology,NA,stocks/oxbt
OXGN,"OXiGENE, Inc.",Healthcare,Biotechnology,NA,stocks/oxgn
OXF,"Oxford Resource Partners, L.P.",Basic Materials,Nonmetallic Mineral Mining,NA,stocks/oxf
OXM,Oxford Industries Inc.,Consumer Goods,Textile - Apparel Clothing,WIKI/OXM,stocks/oxm
OXY,Occidental Petroleum Corporation,Basic Materials,Independent Oil & Gas,WIKI/OXY,stocks/oxy
OZM,Och-Ziff Capital Management Group LLC,Financial,Asset Management,NA,stocks/ozm
PAA,"Plains All American Pipeline, L.P.",Basic Materials,Oil & Gas Pipelines,NA,stocks/paa
PACB,"Pacific Biosciences of California, Inc.",Healthcare,Biotechnology,WIKI/PACB,stocks/pacb
PACW,PacWest Bancorp,Financial,Regional - Pacific Banks,WIKI/PACW,stocks/pacw
PAG,"Penske Automotive Group, Inc.",Services,Auto Dealerships,WIKI/PAG,stocks/pag
PAMT,Parametric Sound Corporation,,,NA,stocks/pamt
PANW,"Palo Alto Networks, Inc.",Technology,Networking & Communication Devices,WIKI/PANW,stocks/panw
PAR,PAR Technology Corporation,Technology,Application Software,NA,stocks/par
PARS,Pharmos Corp.,,,NA,stocks/pars
PATH,"NuPathe, Inc.",,,NA,stocks/path
PATR,"Patriot Transportation Holding, Inc.",Services,Trucking,WIKI/PATR,stocks/patr
PATK,Patrick Industries Inc.,Industrial Goods,"Lumber, Wood Production",WIKI/PATK,stocks/patk
PAY,"VeriFone Systems, Inc.",Consumer Goods,Business Equipment,WIKI/PAY,stocks/pay
PAYX,"Paychex, Inc.",Services,Staffing & Outsourcing Services,WIKI/PAYX,stocks/payx
PB,Prosperity Bancshares Inc.,Financial,Regional - Southwest Banks,WIKI/PB,stocks/pb
PBCT,People's United Financial Inc.,Financial,Savings & Loans,WIKI/PBCT,stocks/pbct
PBF,PBF Energy Inc.,Basic Materials,Oil & Gas Refining & Marketing,WIKI/PBF,stocks/pbf
PBH,"Prestige Brands Holdings, Inc.",Services,Medical Equipment Wholesale,WIKI/PBH,stocks/pbh
PBHC,"Pathfinder Bancorp, Inc.",Financial,Savings & Loans,NA,stocks/pbhc
PBIB,Porter Bancorp Inc.,Financial,Regional - Southeast Banks,NA,stocks/pbib
PBI,Pitney Bowes Inc.,Consumer Goods,Business Equipment,WIKI/PBI,stocks/pbi
PBIO,"Pressure BioSciences, Inc.",Healthcare,Medical Appliances & Equipment,NA,stocks/pbio
PBIP,"Prudential Bancorp, Inc.",Financial,Savings & Loans,NA,stocks/pbip
PBSK,"Poage Bankshares, Inc.",Financial,Savings & Loans,NA,stocks/pbsk
PBY,,Services,Auto Parts Stores,WIKI/PBY,stocks/pby
PBYI,"Puma Biotechnology, Inc.",Healthcare,Biotechnology,WIKI/PBYI,NA
PCAR,PACCAR Inc.,Consumer Goods,Trucks & Other Vehicles,WIKI/PCAR,stocks/pcar
PCBK,Pacific Continental Corp.,Financial,Regional - Pacific Banks,WIKI/PCBK,stocks/pcbk
PCBS,"Provident Community Bancshares, Inc.",Financial,Savings & Loans,NA,stocks/pcbs
PCCC,"PC Connection, Inc.",Services,Computers Wholesale,WIKI/PCCC,stocks/pccc
PCG,,Utilities,Electric Utilities,WIKI/PCG,stocks/pcg
PCL,Plum Creek Timber Co. Inc.,Industrial Goods,"Lumber, Wood Production",WIKI/PCL,stocks/pcl
PCLN,The Priceline Group Inc.,Services,Business Services,WIKI/PCLN,stocks/pcln
PCMI,"PCM, Inc.",Services,"Specialty Retail, Other",NA,NA
PCP,Precision Castparts Corp.,Industrial Goods,Metal Fabrication,WIKI/PCP,stocks/pcp
PCTI,"PCTEL, Inc.",Technology,Wireless Communications,WIKI/PCTI,stocks/pcti
PCYG,Park City Group Inc.,Technology,Business Software & Services,NA,stocks/pcyg
PCYO,Pure Cycle Corporation,Utilities,Water Utilities,WIKI/PCYO,stocks/pcyo
PDCE,"PDC Energy, Inc.",Basic Materials,Independent Oil & Gas,WIKI/PDCE,stocks/pdce
PDCO,"Patterson Companies, Inc.",Services,Medical Equipment Wholesale,WIKI/PDCO,stocks/pdco
PDEX,Pro-Dex Inc.,Healthcare,Medical Instruments & Supplies,NA,stocks/pdex
PDFS,PDF Solutions Inc.,Technology,Technical & System Software,WIKI/PDFS,stocks/pdfs
PDLI,"PDL BioPharma, Inc.",Healthcare,Biotechnology,WIKI/PDLI,stocks/pdli
PDII,"PDI, Inc.",Services,Business Services,NA,stocks/pdii
PDO,Pyramid Oil Company,Basic Materials,Independent Oil & Gas,NA,stocks/pdo
PDH,PetroLogistics LP,Basic Materials,Chemicals - Major Diversified,NA,stocks/pdh
PEBK,"Peoples Bancorp of North Carolina, Inc.",Financial,Regional - Mid-Atlantic Banks,NA,stocks/pebk
PEBO,Peoples Bancorp Inc.,Financial,Regional - Midwest Banks,WIKI/PEBO,stocks/pebo
PEB,Pebblebrook Hotel Trust,Financial,REIT - Hotel/Motel,NA,NA
PEDH,"Peoples Educational Holdings, Inc.",Services,Publishing - Books,NA,stocks/pedh
PEG,Public Service Enterprise Group Inc.,Utilities,Diversified Utilities,WIKI/PEG,stocks/peg
PEGA,Pegasystems Inc.,Technology,Business Software & Services,WIKI/PEGA,stocks/pega
PEI,Pennsylvania Real Estate Investment Trust,Financial,REIT - Retail,NA,stocks/pei
PEIX,"Pacific Ethanol, Inc.",Basic Materials,Specialty Chemicals,NA,stocks/peix
PENN,Penn National Gaming Inc.,Services,Resorts & Casinos,WIKI/PENN,stocks/penn
PENX,Penford Corporation,Basic Materials,Specialty Chemicals,WIKI/PENX,stocks/penx
PEP,"Pepsico, Inc.",Consumer Goods,Beverages - Soft Drinks,WIKI/PEP,stocks/pep
PERF,"Perfumania Holdings, Inc.",Services,"Specialty Retail, Other",NA,stocks/perf
PERY,Perry Ellis International Inc.,Consumer Goods,Textile - Apparel Clothing,WIKI/PERY,stocks/pery
PES,Pioneer Energy Services Corp.,Basic Materials,Oil & Gas Drilling & Exploration,WIKI/PES,stocks/pes
PESI,Perma-Fix Environmental Services Inc.,Industrial Goods,Waste Management,NA,stocks/pesi
PETM,"PetSmart, Inc.",Services,"Specialty Retail, Other",WIKI/PETM,stocks/petm
PETS,"PetMed Express, Inc.",Healthcare,Drug Delivery,WIKI/PETS,stocks/pets
PEOP,"Peoples Federal Bancshares, Inc.",Financial,Regional - Northeast Banks,NA,stocks/peop
PF,Pinnacle Foods Inc.,Consumer Goods,Food - Major Diversified,WIKI/PF,stocks/pf
PFBI,Premier Financial Bancorp Inc.,Financial,Regional - Southeast Banks,NA,stocks/pfbi
PFBX,Peoples Financial Corporation,Financial,Regional - Northeast Banks,NA,stocks/pfbx
PFE,Pfizer Inc.,Healthcare,Drug Manufacturers - Major,WIKI/PFE,stocks/pfe
PFG,Principal Financial Group Inc.,Financial,Life Insurance,WIKI/PFG,stocks/pfg
PFIN,,Industrial Goods,Small Tools & Accessories,NA,stocks/pfin
PFIS,Peoples Financial Services Corp.,Financial,Regional - Northeast Banks,NA,stocks/pfis
PFMT,Performant Financial Corporation,Services,Business Services,WIKI/PFMT,stocks/pfmt
PFPT,"Proofpoint, Inc.",Technology,Application Software,WIKI/PFPT,stocks/pfpt
PFS,"Provident Financial Services, Inc.",Financial,Savings & Loans,WIKI/PFS,stocks/pfs
PFSI,"PennyMac Financial Services, Inc.",Financial,Mortgage Investment,WIKI/PFSI,stocks/pfsi
PFSW,PFSweb Inc.,Services,Business Services,NA,stocks/pfsw
PG,The Procter & Gamble Company,Consumer Goods,Personal Products,WIKI/PG,stocks/pg
PGC,Peapack-Gladstone Financial Corp.,Financial,Regional - Northeast Banks,WIKI/PGC,stocks/pgc
PGEM,"Ply Gem Holdings, Inc",Industrial Goods,General Building Materials,WIKI/PGEM,stocks/pgem
PGI,"Premiere Global Services, Inc.",Technology,Diversified Communication Services,WIKI/PGI,stocks/pgi
PGNX,"Progenics Pharmaceuticals, Inc.",Healthcare,Biotechnology,WIKI/PGNX,stocks/pgnx
PGTI,"PGT, Inc.",Industrial Goods,General Building Materials,WIKI/PGTI,stocks/pgti
PHH,PHH Corporation,Financial,Credit Services,WIKI/PHH,stocks/phh
PHIIK,PHI Inc.,,,WIKI/PHIIK,stocks/phiik
PHMD,"PhotoMedex, Inc.",Healthcare,Medical Appliances & Equipment,WIKI/PHMD,stocks/phmd
PHX,Panhandle Oil and Gas Inc.,Basic Materials,Independent Oil & Gas,WIKI/PHX,stocks/phx
PICO,PICO Holdings Inc.,Conglomerates,Conglomerates,WIKI/PICO,stocks/pico
PIKE,Pike Corporation,Industrial Goods,General Contractors,WIKI/PIKE,stocks/pike
PII,"Polaris Industries, Inc.",Consumer Goods,Recreational Vehicles,WIKI/PII,stocks/pii
PIR,"Pier 1 Imports, Inc.",Services,Home Furnishing Stores,WIKI/PIR,stocks/pir
PJC,Piper Jaffray Companies,Financial,Investment Brokerage - Regional,WIKI/PJC,stocks/pjc
PKD,Parker Drilling Co.,Basic Materials,Oil & Gas Equipment & Services,WIKI/PKD,stocks/pkd
PKE,Park Electrochemical Corp.,Technology,Semiconductor Equipment & Materials,WIKI/PKE,stocks/pke
PKG,Packaging Corporation of America,Consumer Goods,Packaging & Containers,WIKI/PKG,stocks/pkg
PKOH,Park-Ohio Holdings Corp.,Services,Industrial Equipment Wholesale,WIKI/PKOH,stocks/pkoh
PKT,"Procera Networks, Inc.",Technology,Business Software & Services,WIKI/PKT,stocks/pkt
PL,Protective Life Corporation,Financial,Life Insurance,WIKI/PL,stocks/pl
PLAB,Photronics Inc.,Technology,Semiconductor Equipment & Materials,WIKI/PLAB,stocks/plab
PLCE,The Children,Services,Apparel Stores,WIKI/PLCE,stocks/plce
PLCM,"Polycom, Inc.",Technology,Communication Equipment,WIKI/PLCM,stocks/plcm
PLMT,Palmetto Bancshares Inc.,Financial,Regional - Southeast Banks,WIKI/PLMT,stocks/plmt
PLPC,Preformed Line Products Company,Industrial Goods,Industrial Electrical Equipment,WIKI/PLPC,stocks/plpc
PLOW,"Douglas Dynamics, Inc.",Consumer Goods,Auto Parts,WIKI/PLOW,stocks/plow
PLXS,Plexus Corp.,Technology,Printed Circuit Boards,WIKI/PLXS,stocks/plxs
PLT,"Plantronics, Inc.",Technology,Processing Systems & Products,WIKI/PLT,stocks/plt
PLUS,ePlus inc.,Technology,Application Software,WIKI/PLUS,stocks/plus
PLXT,PLX Technology Inc.,Technology,Semiconductor - Integrated Circuits,WIKI/PLXT,stocks/plxt
PMC,PharMerica Corporation,Services,Drug Stores,WIKI/PMC,stocks/pmc
PMCS,PMC-Sierra Inc.,Technology,Semiconductor - Integrated Circuits,WIKI/PMCS,stocks/pmcs
PNBC,Princeton National Bancorp Inc.,Financial,Regional - Midwest Banks,NA,stocks/pnbc
PMFG,"PMFG, Inc.",Industrial Goods,Diversified Machinery,WIKI/PMFG,stocks/pmfg
PNBK,Patriot National Bancorp Inc.,Financial,Regional - Northeast Banks,NA,stocks/pnbk
PNC,"The PNC Financial Services Group, Inc.",Financial,Money Center Banks,WIKI/PNC,stocks/pnc
PNFP,Pinnacle Financial Partners Inc.,Financial,Regional - Southeast Banks,WIKI/PNFP,stocks/pnfp
PNK,Pinnacle Entertainment Inc.,Services,Resorts & Casinos,WIKI/PNK,stocks/pnk
PNM,"PNM Resources, Inc.",Utilities,Diversified Utilities,WIKI/PNM,stocks/pnm
PNRA,Panera Bread Company,Services,Specialty Eateries,WIKI/PNRA,stocks/pnra
PNRG,PrimeEnergy Corp.,Basic Materials,Independent Oil & Gas,NA,stocks/pnrg
PNW,Pinnacle West Capital Corporation,Utilities,Electric Utilities,WIKI/PNW,stocks/pnw
PNX,The Phoenix Companies Inc.,Financial,Life Insurance,WIKI/PNX,stocks/pnx
PNY,Piedmont Natural Gas Co. Inc.,Utilities,Gas Utilities,WIKI/PNY,stocks/pny
PODD,Insulet Corporation,Healthcare,Medical Instruments & Supplies,WIKI/PODD,stocks/podd
POL,PolyOne Corporation,Basic Materials,Specialty Chemicals,WIKI/POL,stocks/pol
POM,"Pepco Holdings, Inc.",Utilities,Electric Utilities,WIKI/POM,stocks/pom
POOL,Pool Corp.,Consumer Goods,Sporting Goods,WIKI/POOL,stocks/pool
POPE,"Pope Resources, A Delaware Limited Partnership",Industrial Goods,"Lumber, Wood Production",NA,stocks/pope
POST,"Post Holdings, Inc.",Consumer Goods,Food - Major Diversified,WIKI/POST,stocks/post
POR,Portland General Electric Company,Utilities,Electric Utilities,WIKI/POR,stocks/por
POWI,Power Integrations Inc.,Technology,Semiconductor - Integrated Circuits,WIKI/POWI,stocks/powi
POWL,"Powell Industries, Inc.",Industrial Goods,Diversified Machinery,WIKI/POWL,stocks/powl
POWR,"PowerSecure International, Inc.",Services,Business Services,WIKI/POWR,stocks/powr
POZN,POZEN Inc.,Healthcare,Drug Manufacturers - Other,WIKI/POZN,stocks/pozn
PPBI,Pacific Premier Bancorp Inc.,Financial,Regional - Pacific Banks,WIKI/PPBI,stocks/ppbi
PPC,Pilgrim's Pride Corporation,Consumer Goods,Meat Products,WIKI/PPC,stocks/ppc
PPG,PPG Industries Inc.,Basic Materials,Specialty Chemicals,WIKI/PPG,stocks/ppg
PPHM,"Peregrine Pharmaceuticals, Inc.",Healthcare,Biotechnology,WIKI/PPHM,stocks/pphm
PPL,PPL Corporation,Utilities,Electric Utilities,WIKI/PPL,stocks/ppl
PPO,Polypore International Inc.,Industrial Goods,Diversified Machinery,WIKI/PPO,stocks/ppo
PPS,Post Properties Inc.,Financial,REIT - Residential,NA,stocks/pps
PQ,PetroQuest Energy Inc.,Basic Materials,Independent Oil & Gas,WIKI/PQ,stocks/pq
PRA,ProAssurance Corporation,Financial,Accident & Health Insurance,WIKI/PRA,stocks/pra
PRAA,Portfolio Recovery Associates Inc.,Services,Business Services,WIKI/PRAA,stocks/praa
PRCP,"Perceptron, Inc.",Technology,Scientific & Technical Instruments,NA,stocks/prcp
PRE,PartnerRe Ltd.,Financial,Property & Casualty Insurance,WIKI/PRE,stocks/pre
PRFT,Perficient Inc.,Technology,Business Software & Services,WIKI/PRFT,stocks/prft
PRGO,Perrigo Company Public Limited Company,Healthcare,Drug Related Products,WIKI/PRGO,stocks/prgo
PRGS,Progress Software Corporation,Technology,Application Software,WIKI/PRGS,stocks/prgs
PRGX,"PRGX Global, Inc.",Services,Business Services,WIKI/PRGX,stocks/prgx
PRI,"Primerica, Inc.",Financial,Life Insurance,WIKI/PRI,stocks/pri
PRIM,Primoris Services Corporation,Industrial Goods,Heavy Construction,WIKI/PRIM,stocks/prim
PRK,Park National Corp.,Financial,Regional - Midwest Banks,WIKI/PRK,stocks/prk
PRKR,Parkervision Inc.,Technology,Semiconductor - Integrated Circuits,WIKI/PRKR,stocks/prkr
PRLS,Peerless Systems Corp.,Services,Computers Wholesale,NA,stocks/prls
PRMW,Primo Water Corporation,Consumer Goods,Beverages - Soft Drinks,NA,stocks/prmw
PRO,"PROS Holdings, Inc.",Technology,Application Software,WIKI/PRO,stocks/pro
PROV,"Provident Financial Holdings, Inc.",Financial,Savings & Loans,WIKI/PROV,stocks/prov
PRPH,"ProPhase Labs, Inc.",Healthcare,Drug Related Products,NA,stocks/prph
PRSC,Providence Service Corp.,Healthcare,Specialized Health Services,WIKI/PRSC,stocks/prsc
PRLB,"Proto Labs, Inc.",Industrial Goods,Machine Tools & Accessories,WIKI/PRLB,stocks/prlb
PRTA,Prothena Corporation plc,Healthcare,Biotechnology,WIKI/PRTA,NA
PRTS,"U.S. Auto Parts Network, Inc.",Services,Auto Parts Stores,NA,stocks/prts
PRU,"Prudential Financial, Inc.",Financial,Life Insurance,WIKI/PRU,stocks/pru
PRXI,Premier Exhibitions Inc.,Services,General Entertainment,NA,stocks/prxi
PRSS,CafePress Inc.,Technology,Internet Information Providers,NA,stocks/prss
PSA,Public Storage,Financial,REIT - Industrial,WIKI/PSA,stocks/psa
PSB,PS Business Parks Inc.,Financial,REIT - Diversified,NA,stocks/psb
PSBH,PSB Holdings Inc.,Financial,Savings & Loans,NA,stocks/psbh
PSDV,pSivida Corp.,Healthcare,Drug Delivery,NA,stocks/psdv
PSEM,Pericom Semiconductor Corp.,Technology,Semiconductor - Integrated Circuits,WIKI/PSEM,stocks/psem
PSIX,"Power Solutions International, Inc.",Industrial Goods,Diversified Machinery,WIKI/PSIX,stocks/psix
PSMI,Peregrine Semiconductor Corporation,Technology,Semiconductor - Integrated Circuits,WIKI/PSMI,stocks/psmi
